,id,prod_id,prod_name,areabrand_name,prod_detail,cid,first_cat,agri_firstcat,sepcial_name,Geodict,NotGeodict,final_Prod,final_label
42,43,546000000000.0,宏绿辣椒油树脂油溶2%鸭脖子麻辣休闲食品肉制品等需添辣的食品,云南辣椒,"{""groupProps"":[{""基本信息"":[{""生产日期"":""2017年02月10日 至 2017年02月11日""},{""厂名"":""云南宏绿辣素有限公司""},{""厂址"":""云南省昆明市高新技术开发区马金""},{""厂家联系方式"":""15087171209""},{""配料表"":""详见包装""},{""保质期"":""540""},{""食品添加剂"":""详见包装""},{""包装方式"":""包装""},{""产地"":""中国大陆""},{""省份"":""云南省""},{""净含量"":""1kg""}]}]}",1080102009,食品保健,,,,{'辣椒制品': '辣椒'},辣椒制品,3
43,44,13362605485.0,青梅居 中药材 当归片 当归 党归 全当归 100克,定西当归,"{""groupProps"":[{""基本信息"":[{""包装方式"":""食用农产品""},{""产地"":""中国大陆""},{""省份"":""甘肃省""},{""城市"":""定西市""},{""品牌"":""青梅居""},{""系列"":""农产品当归""},{""规格"":""100克""},{""净含量"":""100g""}]}]}",1990101,食品保健,草药,,,,,0
44,45,12517996974.0,多省包邮 糯米香普洱迷你小沱茶熟茶500g布袋装熟沱陀茶 普洱茶叶,普洱茶,"{""groupProps"":[{""基本信息"":[{""生产日期"":""2017年01月02日 至 2018年04月20日""},{""生产许可证编号"":""SC11453042701310""},{""厂名"":""新平龙泉茶业有限公司""},{""厂址"":""一厂:新平县桂山镇花山公园;二厂:新平县平掌乡库独木村""},{""厂家联系方式"":""7771278""},{""配料表"":""大叶种晒青毛茶、糯米香叶""},{""储藏方法"":""贮藏在清洁、通风、避光、干燥、无异味的地方。""},{""保质期"":""1095""},{""食品添加剂"":""无""},{""品牌"":""花腰女儿""},{""普洱生产工艺"":""熟茶""},{""形状"":""迷你小沱茶""},{""产地"":""中国大陆""},{""省份"":""云南省""},{""城市"":""玉溪市""},{""包装种类"":""常规棉纸包装""},{""是否为有机食品"":""否""},{""普洱茶年份"":""1年(含)-3年(不含)""},{""包装方式"":""包装""},{""套餐份量"":""3人""},{""套餐周期"":""1个月""},{""配送频次"":""1周2次""},{""价格段"":""1-59元""},{""特产品类"":""普洱茶""},{""茶区"":""其他/other""},{""净含量"":""500g""}]}]}",1080501002,食品保健,茶饮,普洱茶,,,普洱茶,1
45,46,27426712268.0,福珍优嫩紫菜70g （含调料包） 烘烤精制原味无沙多省十件包邮,泉州紫菜,"{""groupProps"":[{""基本信息"":[{""包装方式"":""食用农产品""},{""食品工艺"":""水产干货""},{""产地"":""中国大陆""},{""省份"":""福建省""},{""城市"":""泉州市""},{""净含量"":""70g""}]}]}",1080202002,食品保健,,,,,,0
46,47,521000000000.0,2*5印章石料红石练习章寿山石印章石料金石篆刻书法石刻章料闲章,寿山石,"{""groupProps"":[{""基本信息"":[{""形态"":""印章""},{""朝代"":""现代""},{""石材"":""其他""}]}]}",11002,玩乐收藏,,,,,,0
47,48,525000000000.0,铁棍淮山河南焦作温县正宗垆怀山药新鲜铁杆山药长山药5斤装包邮,温县铁棍山药,"{""groupProps"":[{""基本信息"":[{""包装方式"":""食用农产品""},{""产地"":""中国大陆""},{""省份"":""河南省""},{""城市"":""焦作市""},{""特产品类"":""温县铁棍山药""},{""山药肉质"":""绵山药""},{""适用对象"":""全部适用""},{""形状"":""圆山药""},{""品牌"":""温县铁棍山药""},{""系列"":""传统滋补品""},{""规格"":""5斤""},{""净含量"":""2500g""}]}]}",1080201005,食品保健,蔬菜,温县铁棍山药,,,温县铁棍山药,1
48,49,16632091763.0,咖啡糖块 咖啡伴侣 咖啡糖 太古方糖 方糖454克 太古糖 方糖[520],佛山咖啡,"{""groupProps"":[{""基本信息"":[{""生产日期"":""2018年01月01日 至 2018年01月01日""},{""生产许可证编号"":""SC12144060700234""},{""产品标准号"":""QB/T1214""},{""厂名"":""佛山市佳事达糖制品有限公司""},{""厂址"":""佛山市三水中心科技工业区芦苞园D区21号之一B座""},{""厂家联系方式"":""86 20-8206 8492""},{""配料表"":""白砂糖""},{""储藏方法"":""启封后密封保存，防止受潮，置于阴凉干燥处,不受阳光""},{""保质期"":""1095""},{""食品添加剂"":""无""},{""净含量"":""454g""},{""包装方式"":""包装""},{""商品条形码"":""6932850200108""},{""产地"":""中国大陆""},{""省份"":""广东省""},{""城市"":""佛山市""}]}]}",1080503002,食品保健,,,,,,0
49,50,558000000000.0,【小镇】宜兴紫砂收口精品桌面盆栽小花盆朱小紫砂盆迷你花盆,宜兴紫砂,"{""groupProps"":[{""基本信息"":[{""材质"":""其他""},{""风格"":""中国风""},{""适用空间"":""桌面""},{""适用对象"":""花卉/绿植""},{""尺寸"":""小""},{""品牌"":""小镇花卉站""},{""货号"":""花盆0007""},{""颜色分类"":""A,B,C,D,E,F,G,H,I,J,K,L""}]}]}",10703,家装家饰,,,{'宜兴紫砂': '宜兴'},,宜兴紫砂,2
50,51,3633316522.0,包邮顺丰3送一 10送4李家园金装正毛化州橘红果切片抗雾霾消油腻,化州橘红,"{""groupProps"":[{""基本信息"":[{""生产日期"":""2017年06月08日 至 2017年06月08日""},{""生产许可证编号"":""QS440917021093""},{""厂名"":""化州李家园橘红制品有限公司""},{""厂址"":""化州市石湾街道办旺竹圩村委会吉地村古董岭18号""},{""厂家联系方式"":""13828669110  06687220187""},{""配料表"":""化州橘红干果""},{""储藏方法"":""常温干燥处""},{""保质期"":""790""},{""食品添加剂"":""无""},{""包装方式"":""包装""},{""是否为有机食品"":""否""},{""产地"":""中国大陆""},{""省份"":""广东省""},{""适用对象"":""全部适用""},{""品牌"":""李家园""},{""系列"":""橘红果片""},{""规格"":""6个""},{""净含量"":""130g""}]}]}",1990101,药品器械,,,{'化州橘红': '化州'},,化州橘红,2
51,52,553000000000.0,2017广东特产英德红茶英红九号省 茶科所鸿雁牌礼盒,英德红茶,"{""groupProps"":[{""基本信息"":[{""包装方式"":""食用农产品""},{""茶种类"":""英德红茶""},{""级别"":""特级""},{""产地"":""中国大陆""},{""省份"":""广东省""},{""城市"":""英德市""},{""食品工艺"":""工夫红茶""},{""特产品类"":""英德红茶""},{""价格段"":""200-299元""},{""净含量"":""150""}]}]}",1080501005,食品保健,0,英德红茶,,,英德红茶,1
52,53,547000000000.0,海底捞火锅 魔芋丝结160g   健康魔芋粉丝火锅 关东煮 麻辣烫食材,上海魔芋,"{""groupProps"":[{""基本信息"":[{""生产日期"":""2016年03月01日 至 2016年03月20日""},{""生产许可证编号"":""QS312012020015""},{""产品标准号"":""Q/DHL.001-2008""},{""厂名"":""上海森明工贸有限公司""},{""厂址"":""上海市奉贤区四团坎中路35号1幢""},{""厂家联系方式"":""4008000566""},{""配料表"":""水魔芋精粉""},{""储藏方法"":""放置于阴凉处""},{""保质期"":""360""},{""食品添加剂"":""食用添加剂""},{""净含量"":""160g""},{""包装方式"":""包装""},{""产地"":""中国大陆""},{""省份"":""上海""}]}]}",1080202002,食品保健,,,,,,0
53,54,550000000000.0,阿萨姆奶茶粉袋装速溶即冲饮港式营养早餐冲泡饮品条装饮料原味,福建茶,"{""groupProps"":[{""基本信息"":[{""生产日期"":""2017年11月06日 至 2017年11月06日""},{""品牌"":""康喔 ""},{""系列"":""原味袋装奶茶粉 ""},{""包装方式"":""包装 ""},{""是否含糖"":""含糖 ""},{""产地"":""中国大陆 ""},{""省份"":""福建省 ""},{""商品条形码"":""6970627271173 ""},{""净含量"":""250g ""},{""生产许可证编号"":""SC10635050300360""},{""产品标准号"":""GB/T29602""},{""厂名"":""泉州富来高生物科技有限公司""},{""厂址"":""泉州市丰泽区东海滨城工业区CK-9A栋""},{""厂家联系方式"":""0592-6019960""},{""配料表"":""白砂糖、植脂末【葡萄糖浆、植物油脂、食品添加剂（酪朊酸钠、二氧化硅）】、红茶粉、乳清粉、乳粉、食品添加剂（二氧化硅、食用香精）。""},{""储藏方法"":""密封置于阴凉干燥处，避免阳光直射。""},{""保质期"":""540""}]}]}",1080503004,食品保健,,,,,,0
54,55,546000000000.0,即食纯燕麦片早餐 冲饮免煮速食营养代餐原味五谷物食品 2袋装,珠海燕麦,"{""groupProps"":[{""基本信息"":[{""生产日期"":""2018年04月23日 至 2018年04月23日""},{""品牌"":""新田村 ""},{""系列"":""即食燕麦2袋装 ""},{""产地"":""中国大陆 ""},{""省份"":""广东省 ""},{""城市"":""珠海市 ""},{""口味"":""4斤速溶纯燕麦片（口感软糯 即冲即食） 4斤快熟燕麦片（口感有嚼劲，可冲可煮） 即食速溶2斤+快熟燕麦2斤（共2袋） ""},{""包装种类"":""袋装 ""},{""包装方式"":""包装 ""},{""饮品种类"":""纯麦片 ""},{""是否即食"":""是 ""},{""套餐份量"":""1人 ""},{""套餐周期"":""1周 ""},{""配送频次"":""1周1次 ""},{""原料成分"":""燕麦 ""},{""净含量"":""2000g ""},{""生产许可证编号"":""SC10744040400249""},{""厂名"":""珠海华盛明生物工程有限公司""},{""厂址"":""珠海市金湾区三灶镇安基中路245号""},{""厂家联系方式"":""0756-7763999""},{""配料表"":""燕麦""},{""储藏方法"":""请置于阴凉干燥处，避免阳光直射，开封后请尽快食用完""},{""保质期"":""365""}]}]}",1080502011,食品保健,,,,,,0
55,56,556000000000.0,湖南怀化鹰嘴界纯天然野生灵芝采自深山4-10cm整枝带柄250克,怀化灵芝,"{""groupProps"":[{""基本信息"":[{""包装方式"":""食用农产品""},{""产地"":""中国大陆""},{""省份"":""湖南省""},{""城市"":""怀化市""},{""净含量"":""250g""}]}]}",19902,食品保健,草药,,,,,0
56,57,552000000000.0,草原情不含植脂末添加剂速溶奶茶粉普洱奶茶粉锅茶粉咸味360克,内蒙古茶,"{""groupProps"":[{""基本信息"":[{""生产日期"":""2018年05月03日 至 2018年08月03日""},{""生产许可证编号"":""SC11315012100037""},{""厂名"":""内蒙古泰利达乳业有限公司""},{""厂址"":""呼和浩特市土默特左旗兵州亥110国道595公里处""},{""厂家联系方式"":""0470""},{""配料表"":""纯牛奶、普洱茶、草原香米等""},{""储藏方法"":""常温储存""},{""保质期"":""365""},{""食品添加剂"":""不含添加剂""},{""品牌"":""草原情""},{""系列"":""奶茶粉""},{""包装方式"":""包装""},{""产地"":""中国大陆""},{""省份"":""内蒙古自治区""},{""口味"":""咸味""},{""净含量"":""360g""}]}]}",1080503001,食品保健,,,,,,0
57,58,566000000000.0,【洽洽】黑糖瓜子恰恰原味五香葵花籽休闲零食500g,合肥葵花籽,"{""groupProps"":[{""基本信息"":[{""生产日期"":""2018年06月01日 至 2018年06月25日""},{""品牌"":""ChaCheer/洽洽 ""},{""系列"":""瓜子500g ""},{""包装方式"":""包装 ""},{""包装种类"":""袋装 ""},{""瓜子种类"":""葵花子 ""},{""产地"":""中国大陆 ""},{""省份"":""安徽省 ""},{""城市"":""合肥市 ""},{""食品口味"":""黑糖味500g 原香味500g ""},{""净含量"":""500g ""},{""生产许可证编号"":""SC11834010705158""},{""产品标准号"":""SB/T10553""},{""厂名"":""洽洽食品股份有限公司""},{""厂址"":""安徽省合肥市经济技术开发区莲花路1307号；安徽省合肥市经济技术开发区莲花路2159号""},{""厂家联系方式"":""8008680290 4008877819""},{""配料表"":""精选葵花籽，白砂糖、食用盐、赤砂糖，食品添加剂（甜蜜素，安赛蜜，糖精钠，三氯蔗糖，食用香精，特丁基对苯二酚）""},{""储藏方法"":""密封放阴凉处""},{""保质期"":""240""},{""食品添加剂"":""甜蜜素，安赛蜜，糖精钠，三氯蔗糖，食用香精，特丁基对苯二酚""}]}]}",1080102006,食品保健,坚果,,,,,0
58,59,522000000000.0,善琏湖笔 灰狼一品（大） 文房四宝书法练习作品专用狼毫毛笔正品,善琏湖笔,"{""groupProps"":[{""基本信息"":[{""笔头材质"":""硬毫笔""},{""笔头毛种"":""狼毫""},{""笔头规格"":""大楷""}]}]}",1020201023,3C数码,,,{'善琏湖笔': '善琏'},,善琏湖笔,2
59,60,561000000000.0,【润美堂】草果调料卤味肉水云南草果大料香料调料大全包邮批量发,怒江草果,"{""groupProps"":[{""基本信息"":[{""包装方式"":""食用农产品""},{""产地"":""中国大陆""},{""省份"":""云南省""},{""城市"":""怒江傈僳族自治州""},{""净含量"":""500g""}]}]}",1080301003,食品保健,,,,{'云南草果': '云南'},云南草果,3
60,61,536000000000.0,华佗枸杞子宁夏不染色零食 正宗中宁苟杞免洗大粒即食,中宁枸杞,"{""groupProps"":[{""基本信息"":[{""生产日期"":""2018年01月01日 至 2018年01月10日""},{""品牌"":""华佗 ""},{""系列"":""传统滋补 ""},{""规格"":""210g/罐 ""},{""包装方式"":""包装 ""},{""滋补品大小"":""特优280粒/50g ""},{""产地"":""中国大陆 ""},{""省份"":""宁夏回族自治区 ""},{""城市"":""中卫市 ""},{""适用对象"":""全部适用 ""},{""是否为有机食品"":""否 ""},{""特产品类"":""中宁枸杞 ""},{""净含量"":""210g ""},{""生产许可证编号"":""SC11434160205990""},{""产品标准号"":""DBS 34/2607""},{""厂名"":""华佗国药股份有限公司""},{""厂址"":""安徽省亳州市谯城区利辛路23号""},{""厂家联系方式"":""0558-3036834""},{""配料表"":""枸杞子""},{""储藏方法"":""干燥、密封、防潮、避光""},{""保质期"":""540""}]}]}",1080202006,食品保健,草药,中宁枸杞 ,,,中宁枸杞 ,1
61,62,558000000000.0,黄妈妈汤料馆鲍鱼香菇木耳蒸鸡煲鸡汤料包香菇滑鸡脾胃孕产妇A38,广州香菇,"{""groupProps"":[{""基本信息"":[{""净含量"":""35g""},{""包装方式"":""食用农产品""},{""品牌"":""黄妈妈""},{""品名"":""汤料包""},{""产地"":""中国大陆""},{""省份"":""广东省""},{""城市"":""广州市""}]}]}",1080202002,食品保健,,,,{'香菇木耳': '香菇'},香菇木耳,3
62,63,26318924450.0,宜兴方壶全手工六茶碗紫砂杯子口杯小杯 配壶茶具 套壶杯 真品,宜兴紫砂,"{""groupProps"":[{""基本信息"":[{""是否手工"":""是""},{""材质"":""紫砂""},{""容量"":""200mL以下""},{""价格区间"":""20元-39.9元""},{""个数"":""1个""},{""产地"":""宜兴市""},{""茶餐具工艺"":""其他""},{""主图来源"":""自主实拍图""},{""颜色分类"":""红色,深紫色""},{""品牌"":""宜人陶""}]}]}",10602,家居用品,,,{'宜兴紫砂': '宜兴'},,宜兴紫砂,2
63,64,531000000000.0,逸神 2016年老班章古树料 明前早春茶普洱生茶357g七子饼 买6送1,普洱茶,"{""groupProps"":[{""基本信息"":[{""生产日期"":""2016年02月01日 至 2018年03月31日""},{""品牌"":""逸神 ""},{""系列"":""2016年班章 ""},{""包装方式"":""包装 ""},{""包装种类"":""常规棉纸包装 ""},{""普洱生产工艺"":""生茶 ""},{""普洱茶年份"":""1年以下 ""},{""套餐份量"":""1人 ""},{""套餐周期"":""1个月 ""},{""配送频次"":""1周1次 ""},{""茶区"":""勐海茶区 ""},{""是否为有机食品"":""否 ""},{""特产品类"":""普洱茶 ""},{""产地"":""中国大陆 ""},{""省份"":""云南省 ""},{""城市"":""昆明市 ""},{""价格段"":""100-199元 ""},{""形状"":""饼茶 ""},{""是否进口"":""国产 ""},{""净含量"":""357g ""},{""生产许可证编号"":""QS5301 1401 0181""},{""产品标准号"":""GB/T22111""},{""厂名"":""云南逸神生态茶业有限公司""},{""厂址"":""云南省昆明市西山区前卫街道办事处红庙社区杨马村58号""},{""厂家联系方式"":""4000678879""},{""配料表"":""云南大叶种晒青毛茶""},{""储藏方法"":""在清洁、通风、避光、无异味储存""},{""保质期"":""100000000""},{""食品添加剂"":""无""}]}]}",1080501002,食品保健,0,普洱茶 ,,,普洱茶 ,1
64,65,547000000000.0,广西特产石崖茶叶石岩茶特级金秀大瑶山野生2017新茶250g,柳州茶叶,"{""groupProps"":[{""基本信息"":[{""包装方式"":""食用农产品""},{""采摘时间"":""明前""},{""级别"":""特级""},{""产地"":""中国大陆""},{""省份"":""广西壮族自治区""},{""城市"":""柳州市""},{""生长季节"":""春季""},{""茶种类"":""其他/other""},{""口感"":""鲜爽回甘""},{""价格段"":""60-99元""},{""形状"":""片形""},{""净含量"":""250""}]}]}",1080501001,食品保健,茶饮,,,,,0
65,66,564000000000.0,云南野生茯苓粉白茯苓粉云苓云茯苓非茯苓块茯苓片茯苓丁土茯苓,楚雄茯苓,"{""groupProps"":[{""基本信息"":[{""包装方式"":""食用农产品""},{""是否为有机食品"":""否""},{""产地"":""中国大陆""},{""省份"":""云南省""},{""城市"":""楚雄彝族自治州""},{""特产品类"":""云南茯苓""},{""适用对象"":""全部适用""},{""品牌"":""other/其他""},{""系列"":""现磨粉粉""},{""规格"":""250g""},{""净含量"":""250g""}]}]}",1990101,食品保健,草药,云南茯苓,,,云南茯苓,1
66,67,556000000000.0,手指薯小香薯迷你小番薯小地瓜六鳌沙地红薯新鲜红心山芋非天目山,漳州红薯,"{""groupProps"":[{""基本信息"":[{""包装方式"":""食用农产品""},{""售卖方式"":""产地直销""},{""产地"":""中国大陆""},{""省份"":""福建省""},{""城市"":""漳州市""},{""套餐份量"":""5人份""},{""套餐周期"":""1周""},{""配送频次"":""1周2次""},{""净含量"":""2500g""}]}]}",1080201005,食品保健,蔬菜,,,,,0
